concept_code,concept_name,term,term_type,synonym_type,source,source_code,sub_source,relation_types_to_colorectal_tree,relation_groups_to_colorectal_tree,is_preferred_candidate
C24259,BCL10 Gene,BCL10,PT,FULL_SYN,GDC,,,Gene_Associated_With_Disease,role,Y
C24259,BCL10 Gene,BCL10,PT,FULL_SYN,HGNC,HGNC:989,,Gene_Associated_With_Disease,role,Y
C24259,BCL10 Gene,BCL10,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C24259,BCL10 Gene,BCL10 Gene,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C24259,BCL10 Gene,BCL10 Gene,SY,FULL_SYN,caDSR,,,Gene_Associated_With_Disease,role,N
C24259,BCL10 Gene,BCL10 Gene,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C24259,BCL10 Gene,BCL10 Gene,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C24259,BCL10 Gene,BCL10 Immune Signaling Adaptor Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,B-Cell CLL/Lymphoma 10 Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,B-Cell Leukemia/Lymphoma 10 Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,B-Cell Lymphoma/Leukemia 10 Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,BCL10 Immune Signaling Adaptor wt Allele,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,BCL10 wt Allele,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C49369,BCL10 wt Allele,BCL10 wt Allele,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C49369,BCL10 wt Allele,BCL10 wt Allele,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C49369,BCL10 wt Allele,c-E10,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,CARMEN,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,CIPER,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,CLAP,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,IMD37,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49369,BCL10 wt Allele,mE10,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C20350,BIRC5 Gene,Baculoviral IAP Repeat-Containing 5 Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C20350,BIRC5 Gene,BIRC5,PT,FULL_SYN,HGNC,HGNC:593,,Gene_Associated_With_Disease,role,Y
C20350,BIRC5 Gene,BIRC5,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C20350,BIRC5 Gene,BIRC5 Gene,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C20350,BIRC5 Gene,BIRC5 Gene,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C20350,BIRC5 Gene,BIRC5 Gene,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C20350,BIRC5 Gene,BIRC5 Gene,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C20350,BIRC5 Gene,BIRC5 Gene,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C49359,BIRC5 wt Allele,API4,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49359,BIRC5 wt Allele,Baculoviral IAP Repeat-Containing 5 wt Allele,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49359,BIRC5 wt Allele,BIRC5 wt Allele,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C49359,BIRC5 wt Allele,BIRC5 wt Allele,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C49359,BIRC5 wt Allele,BIRC5 wt Allele,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C49359,BIRC5 wt Allele,BIRC5 wt Allele,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C49359,BIRC5 wt Allele,BIRC5 wt Allele,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C49359,BIRC5 wt Allele,EPR-1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49359,BIRC5 wt Allele,IAP4,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49359,BIRC5 wt Allele,Survivin,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C18363,BRAF Gene,"B-Raf Proto-Oncogene, Serine/Threonine Kinase Gene",SY,FULL_SYN,NCI,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C18363,BRAF Gene,BRAF,PT,FULL_SYN,CCPS,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C18363,BRAF Gene,BRAF,PT,FULL_SYN,GDC,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C18363,BRAF Gene,BRAF,PT,FULL_SYN,HGNC,HGNC:1097,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C18363,BRAF Gene,BRAF,SY,FULL_SYN,NCI,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C18363,BRAF Gene,BRAF Gene,NAME,Concept_Name,NCIt,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C18363,BRAF Gene,BRAF Gene,SY,FULL_SYN,caDSR,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C18363,BRAF Gene,BRAF Gene,DN,FULL_SYN,CTRP,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C18363,BRAF Gene,BRAF gene,PT,FULL_SYN,NCI-GLOSS,CDR0000561325,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C18363,BRAF Gene,BRAF Gene,PT,FULL_SYN,NCI,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C18363,BRAF Gene,BRAF Gene,,Display_Name,,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C18363,BRAF Gene,BRAF Gene,,Preferred_Name,,,,Disease_Mapped_To_Gene|Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C40430,BRAF Gene Mutation,B-RAF Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C40430,BRAF Gene Mutation,B-RAF1 Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C40430,BRAF Gene Mutation,BRAF Gene Mutation,NAME,Concept_Name,NCIt,,,Disease_May_Have_Molecular_Abnormality,role,Y
C40430,BRAF Gene Mutation,BRAF Gene Mutation,DN,FULL_SYN,CTRP,,,Disease_May_Have_Molecular_Abnormality,role,N
C40430,BRAF Gene Mutation,BRAF Gene Mutation,PT,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,Y
C40430,BRAF Gene Mutation,BRAF Gene Mutation,,Display_Name,,,,Disease_May_Have_Molecular_Abnormality,role,Y
C40430,BRAF Gene Mutation,BRAF Gene Mutation,,Preferred_Name,,,,Disease_May_Have_Molecular_Abnormality,role,Y
C40430,BRAF Gene Mutation,BRAF Mutation,PT,FULL_SYN,CPTAC,,,Disease_May_Have_Molecular_Abnormality,role,Y
C40430,BRAF Gene Mutation,BRAF1 Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C40430,BRAF Gene Mutation,v-raf Murine Sarcoma Viral Oncogene Homolog B1 Gene Mutation,SY,FULL_SYN,NCI,,,Disease_May_Have_Molecular_Abnormality,role,N
C51194,BRAF wt Allele,B-Raf Proto-Oncogene Serine/Threonine-Protein Kinase (P94) Gene,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,"B-Raf Proto-Oncogene, Serine/Threonine Kinase wt Allele",SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,B-raf-1,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,B-RAF1,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,BRAF wt Allele,NAME,Concept_Name,NCIt,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C51194,BRAF wt Allele,BRAF wt Allele,DN,FULL_SYN,CTRP,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,BRAF wt Allele,PT,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C51194,BRAF wt Allele,BRAF wt Allele,,Display_Name,,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C51194,BRAF wt Allele,BRAF wt Allele,,Preferred_Name,,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,Y
C51194,BRAF wt Allele,BRAF1,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,Murine Sarcoma Viral (V-Raf) Oncogene Homolog B1 Gene,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,NS7,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,RAFB1,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,v-Raf Murine Sarcoma Viral Oncogene Homolog B Gene,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C51194,BRAF wt Allele,v-raf Murine Sarcoma Viral Oncogene Homolog B1 Gene,SY,FULL_SYN,NCI,,,Gene_Involved_In_Pathogenesis_Of_Disease,role,N
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1 Syndrome,PT,FULL_SYN,Cellosaurus,,,Disease_May_Have_Associated_Disease,role,Y
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1 Syndrome,DN,FULL_SYN,CTRP,,,Disease_May_Have_Associated_Disease,role,N
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1 Syndrome,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1 Syndrome,,Display_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1-Associated Hereditary Breast and Ovarian Cancer Syndrome,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,NAME,Concept_Name,NCIt,,,Disease_May_Have_Associated_Disease,role,Y
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,PT,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,Y
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,,Preferred_Name,,,,Disease_May_Have_Associated_Disease,role,Y
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,BROVCA1,AB,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C36100,BRCA1-Related Hereditary Breast and Ovarian Cancer Syndrome,Early Onset Breast Ovarian Cancer Syndrome,SY,FULL_SYN,NCI,,,Disease_May_Have_Associated_Disease,role,N
C24331,BRINP1 Gene,BMP/Retinoic Acid Inducible Neural Specific 1 Gene,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C24331,BRINP1 Gene,BRINP1,PT,FULL_SYN,HGNC,HGNC:2687,,Gene_Is_Biomarker_Of,role,Y
C24331,BRINP1 Gene,BRINP1,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C24331,BRINP1 Gene,BRINP1 Gene,NAME,Concept_Name,NCIt,,,Gene_Is_Biomarker_Of,role,Y
C24331,BRINP1 Gene,BRINP1 Gene,PT,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,Y
C24331,BRINP1 Gene,BRINP1 Gene,,Preferred_Name,,,,Gene_Is_Biomarker_Of,role,Y
C24331,BRINP1 Gene,DBC1,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,BA574M5.1,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,BA574M5.1 (Deleted In Bladder Cancer Chromosome Region Candidate 1 (IB3089A)) Gene,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,BMP/Retinoic Acid Inducible Neural Specific 1 wt Allele,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,BRINP1 wt Allele,NAME,Concept_Name,NCIt,,,Gene_Is_Biomarker_Of,role,Y
C54426,BRINP1 wt Allele,BRINP1 wt Allele,PT,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,Y
C54426,BRINP1 wt Allele,BRINP1 wt Allele,,Preferred_Name,,,,Gene_Is_Biomarker_Of,role,Y
C54426,BRINP1 wt Allele,DBC1,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,DBCCR1,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,Deleted in Bladder Cancer 1 Gene,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,Deleted in Bladder Cancer Chromosome Region Candidate 1 Gene,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,FAM5A,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C54426,BRINP1 wt Allele,IB3089A,SY,FULL_SYN,NCI,,,Gene_Is_Biomarker_Of,role,N
C21494,BUB1 Gene,BUB1,PT,FULL_SYN,HGNC,HGNC:1148,,Gene_Associated_With_Disease,role,Y
C21494,BUB1 Gene,BUB1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C21494,BUB1 Gene,BUB1 Gene,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C21494,BUB1 Gene,BUB1 Gene,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C21494,BUB1 Gene,BUB1 Gene,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C21494,BUB1 Gene,BUB1 Gene,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C21494,BUB1 Gene,BUB1 Gene,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C21494,BUB1 Gene,BUB1 Mitotic Checkpoint Serine/Threonine Kinase Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,BUB1 Budding Uninhibited by Benzimidazoles 1 Homolog Gene,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,BUB1 Mitotic Checkpoint Serine/Threonine Kinase wt Allele,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,BUB1 wt Allele,NAME,Concept_Name,NCIt,,,Gene_Associated_With_Disease,role,Y
C49442,BUB1 wt Allele,BUB1 wt Allele,DN,FULL_SYN,CTRP,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,BUB1 wt Allele,PT,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,Y
C49442,BUB1 wt Allele,BUB1 wt Allele,,Display_Name,,,,Gene_Associated_With_Disease,role,Y
C49442,BUB1 wt Allele,BUB1 wt Allele,,Preferred_Name,,,,Gene_Associated_With_Disease,role,Y
C49442,BUB1 wt Allele,BUB1A,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,BUB1L,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,"Budding Uninhibited By Benzimidazoles 1, S. cerevisiae, Homolog of, Gene",SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,hBUB1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C49442,BUB1 wt Allele,Mitotic Checkpoint Gene BUB1,SY,FULL_SYN,NCI,,,Gene_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,API4,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,Apoptosis Inhibitor 4,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,Apoptosis Inhibitor Survivin,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,Baculoviral IAP Repeat-Containing 5 (Survivin),SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,Baculoviral IAP Repeat-Containing Protein 5,NAME,Concept_Name,NCIt,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C18179,Baculoviral IAP Repeat-Containing Protein 5,Baculoviral IAP Repeat-Containing Protein 5,DN,FULL_SYN,CTRP,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,Baculoviral IAP Repeat-Containing Protein 5,PT,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C18179,Baculoviral IAP Repeat-Containing Protein 5,Baculoviral IAP Repeat-Containing Protein 5,,Display_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C18179,Baculoviral IAP Repeat-Containing Protein 5,Baculoviral IAP Repeat-Containing Protein 5,,Preferred_Name,,,,Gene_Product_Malfunction_Associated_With_Disease,role,Y
C18179,Baculoviral IAP Repeat-Containing Protein 5,BIRC5,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,EPR-1,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,IAP4,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C18179,Baculoviral IAP Repeat-Containing Protein 5,Survivin,SY,FULL_SYN,NCI,,,Gene_Product_Malfunction_Associated_With_Disease,role,N
C36122,Benign Cellular Infiltrate,Benign Cellular Infiltrate,NAME,Concept_Name,NCIt,,,Disease_Excludes_Finding,role,Y
C36122,Benign Cellular Infiltrate,Benign Cellular Infiltrate,PT,FULL_SYN,NCI,,,Disease_Excludes_Finding,role,Y
C36122,Benign Cellular Infiltrate,Benign Cellular Infiltrate,,Preferred_Name,,,,Disease_Excludes_Finding,role,Y
C36122,Benign Cellular Infiltrate,"Tumor cells, benign",PT,FULL_SYN,GDC,,,Disease_Excludes_Finding,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Avastin-Xeloda,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Bevacizumab-Capecitabine,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Bevacizumab/Capecitabine,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Bevacizumab/Capecitabine Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Bevacizumab/Capecitabine Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Bevacizumab/Capecitabine Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab,PT,FULL_SYN,HemOnc,7214,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-adcd,PT,FULL_SYN,HemOnc,127152,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-awwb,PT,FULL_SYN,HemOnc,127226,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-aybi,PT,FULL_SYN,HemOnc,127300,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-bvzr,PT,FULL_SYN,HemOnc,127374,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-equi,PT,FULL_SYN,HemOnc,127448,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-maly,PT,FULL_SYN,HemOnc,127522,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-onbe,PT,FULL_SYN,HemOnc,127596,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine and Bevacizumab-tnjn,PT,FULL_SYN,HemOnc,142143,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine-Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine-Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine/Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Capecitabine/Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Xeloda-Avastin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136243,Bevacizumab/Capecitabine Regimen,Xeloda/Avastin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bolus 5-FU/LV Plus Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bolus 5-FU/LV Plus Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bolus Fluorouracil/Leucovorin Plus Avastin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bolus Fluorouracil/Leucovorin Plus Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bolus Fluorouracil/Leucovorin/Avastin Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bolus Fluorouracil/Leucovorin/Bevacizumab,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136255,Bevacizumab/Fluorouracil Bolus/Leucovorin Regimen,Bolus Fluorouracil/Leucovorin/Bevacizumab Regimen,SY,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,N
C136258,Bevacizumab/Irinotecan Regimen,Bevacizumab/Irinotecan Regimen,NAME,Concept_Name,NCIt,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Bevacizumab/Irinotecan Regimen,PT,FULL_SYN,NCI,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Bevacizumab/Irinotecan Regimen,,Preferred_Name,,,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab,PT,FULL_SYN,HemOnc,3393,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab-adcd,PT,FULL_SYN,HemOnc,127143,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab-awwb,PT,FULL_SYN,HemOnc,127217,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab-aybi,PT,FULL_SYN,HemOnc,127291,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab-bvzr,PT,FULL_SYN,HemOnc,127365,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab-equi,PT,FULL_SYN,HemOnc,127439,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab-maly,PT,FULL_SYN,HemOnc,127513,,Regimen_Has_Accepted_Use_For_Disease,role,Y
C136258,Bevacizumab/Irinotecan Regimen,Irinotecan and Bevacizumab-onbe,PT,FULL_SYN,HemOnc,127587,,Regimen_Has_Accepted_Use_For_Disease,role,Y
