id,label,node_kind,in_colorectal_tree,category,research_axis,semantic_types,depth_from_root,active,concept_status,umls_cui,icd_o_3_code,definition,aliases,alias_count,nci_url
C63592,FOLFOX-7 Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1880661,,"A regimen consisting of leucovorin, infusional fluorouracil and oxaliplatin used for the treatment of advanced-stage and metastatic colorectal cancer. This version differs from the original FOLFOX (FOLFOX4) regimen with regards to both the doses and the administration of the three-drug combination.",FOLFOX-7 Regimen|Folinic Acid-Fluorouracil-Oxaliplatin-7 Regimen,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63592
C136248,FOLFOX-Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and oxaliplatin (FOLFOX), plus bevacizumab that is used for the treatment of colon cancer and mucinous neoplasms of the ovary.",Folfox + Bevacizumab|Folfox + Bevacizumab Regimen|FOLFOX Plus Avastin|FOLFOX Plus Bevacizumab|FOLFOX-Avastin Regimen|FOLFOX-Bevacizumab Regimen|FOLFOX/Avastin Regimen|FOLFOX/Bevacizumab Regimen|FOLFOX4 and Bevacizumab|FOLFOX4 and Bevacizumab-adcd|FOLFOX4 and Bevacizumab-awwb|FOLFOX4 and Bevacizumab-aybi|FOLFOX4 and Bevacizumab-bvzr|FOLFOX4 and Bevacizumab-equi|FOLFOX4 and Bevacizumab-maly|FOLFOX4 and Bevacizumab-onbe|FOLFOX4 and Bevacizumab-tnjn|Folinic Acid/Fluorouracil/Oxaliplatin/Bevacizumab Regimen|Leucovorin/Fluorouracil/Oxaliplatin/Bevacizumab,19,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136248
C136246,FOLFOX-Cetuximab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and oxaliplatin (FOLFOX), plus cetuximab that is used for the treatment of colon cancer.",FOLFOX Plus Cetuximab|FOLFOX Plus Erbitux|FOLFOX-Cetuximab|FOLFOX-Cetuximab Regimen|FOLFOX/Cetuximab|FOLFOX/Cetuximab Regimen|FOLFOX/Erbitux Regimen|Folinic Acid/Fluorouracil/Oxaliplatin/Cetuximab Regimen|Leucovorin/Fluorouracil/Oxaliplatin/Cetuximab,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136246
C215149,FOLFOX-Cetuximab/Encorafenib Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and oxaliplatin (FOLFOX) plus cetuximab and encorafenib that is used for the treatment of colorectal cancer, appendiceal cancer, and small bowel adenocarcinoma.",Cetuximab-Encorafenib-FOLFOX|Cetuximab/Encorafenib Plus FOLFOX|Cetuximab/Encorafenib/Fluorouracil/Leucovorin/Oxaliplatin|Encorafenib/Cetuximab Plus FOLFOX|Encorafenib/Cetuximab-FOLFOX|FOLFOX Plus Cetuximab/Encorafenib|FOLFOX Plus Encorafenib/Cetuximab|FOLFOX Plus Erbitux/Braftovi|FOLFOX-Braftovi/Erbitux|FOLFOX-Cetuximab-Encorafenib|FOLFOX-Cetuximab/Encorafenib Regimen|FOLFOX-Encorafenib-Cetuximab|FOLFOX-Encorafenib/Cetuximab|FOLFOX/Cetuximab/Encorafenib|FOLFOX/Encorafenib/Cetuximab|Folinic Acid/Fluorouracil/Oxaliplatin/Cetuximab/Encorafenib Regimen|Leucovorin/Fluorouracil/Oxaliplatin/Cetuximab/Encorafenib|Leucovorin/Fluorouracil/Oxaliplatin/Encorafenib/Cetuximab,18,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C215149
C215162,FOLFOX-Encorafenib/Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and oxaliplatin (FOLFOX) plus encorafenib and panitumumab that is used for the treatment of colorectal cancer, appendiceal cancer, and small bowel adenocarcinoma.",Encorafenib-Panitumumab-FOLFOX|Encorafenib/Fluorouracil/Leucovorin/Oxaliplatin/Panitumumab|Encorafenib/Panitumumab Plus FOLFOX|FOLFOX Plus Braftovi-Vectibix|FOLFOX Plus Encorafenib/Panitumumab|FOLFOX Plus Panitumumab/Encorafenib|FOLFOX- Vectibix/Braftovi|FOLFOX-Encorafenib-Panitumumab|FOLFOX-Encorafenib/Panitumumab Regimen|FOLFOX-Panitumumab/Encorafenib|FOLFOX/Encorafenib/Panitumumab|FOLFOX/Panitumumab/Encorafenib|Folinic Acid/Fluorouracil/Oxaliplatin/Encorafenib/Panitumumab Regimen|Leucovorin-Fluorouracil-Oxaliplatin-Encorafenib-Panitumumab|Leucovorin/Fluorouracil/Oxaliplatin/Encorafenib/Panitumumab|Panitumumab/Encorafenib Plus FOLFOX|Panitumumab/Encorafenib-FOLFOX,17,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C215162
C136247,FOLFOX-Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, fluorouracil and oxaliplatin (FOLFOX), plus panitumumab that is used for the treatment of colon cancer.",FOLFOX Plus Panitumumab|FOLFOX Plus Vectibix|FOLFOX-Panitumumab|FOLFOX-Panitumumab Regimen|FOLFOX/Panitumumab|FOLFOX/Panitumumab Regimen|FOLFOX/Vectibix|FOLFOX/Vectibix Regimen|Folinic Acid/Fluorouracil/Oxaliplatin/Panitumumab Regimen|Leucovorin/Fluorouracil/Oxaliplatin/Panitumumab,10,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136247
C136252,FOLFOXIRI Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of fluorouracil, leucovorin, oxaliplatin and irinotecan (FOLFOXIRI) that is used for the treatment of colon cancer.",FOLFOXIRI|FOLFOXIRI Regimen|Folinic Acid/Fluorouracil/Oxaliplatin/Irinotecan|Leucovorin-Fluorouracil-Oxaliplatin-Irinotecan|Leucovorin/Fluorouracil/Oxaliplatin/Irinotecan,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136252
C136253,FOLFOXIRI-Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of fluorouracil, leucovorin, oxaliplatin and irinotecan (FOLFOXIRI), plus bevacizumab that is used for the treatment of colon cancer.",FOLFOXIRI Plus Avastin|FOLFOXIRI Plus Bevacizumab|FOLFOXIRI-Avastin Regimen|FOLFOXIRI-Bevacizumab Regimen|FOLFOXIRI/Avastin Regimen|FOLFOXIRI/Bevacizumab Regimen|Folinic Acid/Fluorouracil/Oxaliplatin/Irinotecan Plus Bevacizumab|Leucovorin-Fluorouracil-Oxaliplatin-Irinotecan Plus Avastin|Leucovorin/Fluorouracil/Oxaliplatin/Irinotecan/Bevacizumab,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136253
C161591,FOLFOXIRI-Cetuximab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of fluorouracil, leucovorin, oxaliplatin and irinotecan (FOLFOXIRI), plus cetuximab that may be used in the treatment of certain types of colon and rectal cancers, and appendiceal cancer.",FOLFOXIRI Plus Cetuximab|FOLFOXIRI-Cetuximab|FOLFOXIRI-Cetuximab Regimen|FOLFOXIRI-Erbitux|FOLFOXIRI/Cetuximab|FOLFOXIRI/Cetuximab Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C161591
C161590,FOLFOXIRI-Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of fluorouracil, leucovorin, oxaliplatin and irinotecan (FOLFOXIRI), plus panitumumab that may be used in the treatment of certain types of colon and rectal cancers, and appendiceal cancer.",FOLFOXIRI and Panitumumab|FOLFOXIRI Plus Panitumumab|FOLFOXIRI-Panitumumab|FOLFOXIRI-Panitumumab Regimen|FOLFOXIRI-Vectibix|FOLFOXIRI/Panitumumab|FOLFOXIRI/Panitumumab Regimen,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C161590
C63388,FU-LV Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1880666,,"A regimen consisting of fluorouracil and leucovorin, used in both the adjuvant and metastatic disease setting, for the treatment of colorectal cancer, cervical cancer, biliary tract cancer, and vaginal cancer. This regimen is also combined with radiation for the treatment of colorectal, gastric and esophageal cancer. | An abbreviation for a chemotherapy combination used with other types of therapy to treat colorectal cancer. It includes the drugs fluorouracil and leucovorin. The Mayo Clinic regimen, Roswell Park regimen, and de Gramont regimen are different in the doses and times at which the two drugs are given.",5FU/LV|de Gramont regimen|de Gramont Regimen|Fluorouracil-Leucovorin Regimen|FU-LV|FU-LV Regimen|FU-LV regimen|FULV (L-Leucovorin)|Machover regimen|Mayo Clinic regimen|Mayo Clinic Regimen|Roswell Park regimen|Roswell Park Regimen,13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63388
C63610,FU-LV-Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1880665,,"A regimen consisting of fluorouracil, leucovorin, and bevacizumab used for the treatment of advanced-stage colorectal cancer.",5FU/LV-Bevacizumab Regimen|FU-LV-Avastin Regimen|FU-LV-Bevacizumab Regimen|FULV and Bevacizumab|FULV and Bevacizumab-adcd|FULV and Bevacizumab-awwb|FULV and Bevacizumab-aybi|FULV and Bevacizumab-bvzr|FULV and Bevacizumab-equi|FULV and Bevacizumab-maly|FULV and Bevacizumab-onbe|FULV and Bevacizumab-tnjn|FULV and Bevacizumab-tnjn (L-Leucovorin),13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63610
C156240,FUOX Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of 5-fluorouracil and oxaliplatin that may be used for the treatment of colorectal, esophageal and esophagogastric junction, gastric and hepatobiliary cancers.",Fluorouracil-Oxaliplatin|Fluorouracil-Oxaliplatin Regimen|Fluorouracil/Oxaliplatin|Fluorouracil/Oxaliplatin Regimen|FUOX|FUOX Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C156240
C136256,Fluorouracil Infusional/Leucovorin Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of infusional fluorouracil and leucovorin that is used for the treatment of colon, vaginal, and gastric cancers, ampullary adenocarcinoma, and thymomas and thymic carcinomas.",Fluorouracil Infusional/Leucovorin Regimen|Infusional 5-FU/Leucovorin|Infusional 5-FU/LV|Infusional 5-FU/LV Regimen|Infusional Fluorouracil-Leucovorin Regimen|Infusional Fluorouracil/Folinic Acid|Infusional Fluorouracil/Leucovorin|Infusional Fluorouracil/Leucovorin Regimen,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136256
C63594,IFL Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1881119,,"A regimen consisting of irinotecan, fluorouracil and leucovorin, all administered as bolus doses, and used for the treatment of advanced stage colorectal cancer.",IFL|IFL Regimen|IFL-Modified Saltz Regimen|IFL-Saltz Regimen|Irinotecan-Fluorouracil-Leucovorin Regimen|Irinotecan/Fluorouracil/Leucovorin,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63594
C63607,IFL-Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1881116,,"A regimen consisting of irinotecan, fluorouracil, leucovorin and bevacizumab used for the treatment of advanced stage colorectal cancer.",IFL and Bevacizumab|IFL and Bevacizumab-adcd|IFL and Bevacizumab-awwb|IFL and Bevacizumab-aybi|IFL and Bevacizumab-bvzr|IFL and Bevacizumab-equi|IFL and Bevacizumab-maly|IFL and Bevacizumab-onbe|IFL and Bevacizumab-tnjn|IFL-Avastin Regimen|IFL-Bevacizumab Regimen|Irinotecan-Fluorouracil-Leucovorin-Bevacizumab Regimen|Irinotecan/Fluorouracil/Leucovorin/Bevacizumab Regimen,13,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63607
C63717,IFL-Douillard Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1881117,,"A regimen consisting of irinotecan, infusional fluorouracil and leucovorin used for the treatment of advanced stage colorectal cancer. This regimen differs from the FOLFIRI regimen with regards to the dose of fluorouracil administered.",Douillard Regimen|IFL-Douillard Regimen|Irinotecan-Fluorouracil-Leucovorin Douillard Regimen,3,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63717
C64191,IFL-FOLFIRI Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1881118,,"A regimen consisting of irinotecan, infusional fluorouracil and leucovorin used for the treatment of advanced stage colorectal cancer. This regimen differs from the Douillard regimen with regards to the dose of fluorouracil administered.",IFL-FOLFIRI Regimen|Irinotecan-Fluorouracil-Leucovorin FOLFIRI Regimen,2,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C64191
C153483,IROX-Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1541404,,"A regimen consisting of bevacizumab, irinotecan and oxaliplatin that can be used for the treatment of appendiceal adenocarcinoma and colorectal cancer.",Bevacizumab-Irinotecan-Oxaliplatin Regimen|Bevacizumab/Irinotecan/Oxaliplatin Regimen|IROX (Irinotecan/Oxaliplatin) + Bevacizumab|IROX + Bevacizumab|IROX + Bevacizumab Regimen|IROX Plus Bevacizumab|IROX-Bevacizumab Regimen|IROX/Bev|Oxaliplatin/Irinotecan + Bevacizumab,9,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153483
C136257,Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of infusional fluorouracil, leucovorin and bevacizumab that is used for the treatment of colorectal cancer, and ampullary, appendiceal and small bowel adenocarcinoma.",Infusional 5-FU/LV Plus Bevacizumab|Infusional Fluorouracil-Leucovorin-Bevacizumab Regimen|Infusional Fluorouracil/Leucovorin Plus Avastin|Infusional Fluorouracil/leucovorin Plus Bevacizumab|Infusional Fluorouracil/Leucovorin/Avastin|Infusional Fluorouracil/Leucovorin/Bevacizumab Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136257
C153481,Irinotecan/Panitumumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,A regimen consisting of irinotecan and panitumumab that can be used for the treatment of colorectal cancer and appendiceal cancer.,Irinotecan + Panitumumab Regimen|Irinotecan-Panitumumab|Irinotecan-Panitumumab Regimen|Irinotecan/Panitumumab|Irinotecan/Panitumumab Regimen|Panitumumab/Irinotecan,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153481
C153482,Irinotecan/Panitumumab/Vemurafenib Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of irinotecan, panitumumab and vemurafenib that can be used for the treatment of colon cancer.",Irinotecan + Panitumumab + Vemurafenib|Irinotecan + Panitumumab + Vemurafenib Regimen|Irinotecan + Panitumumab Regimen|Irinotecan-Panitumumab-Vemurafenib|Irinotecan-Panitumumab-Vemurafenib Regimen|Irinotecan/Panitumumab/Vemurafenib|Irinotecan/Panitumumab/Vemurafenib Regimen,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C153482
C136260,Irinotecan/Ramucirumab Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of irinotecan and ramucirumab that is used for the treatment of appendiceal adenocarcinoma, colon, esophageal and esophagogastric junction, gastric and rectal cancers.",Irinotecan-Cyramza Regimen|Irinotecan-Ramucirumab|Irinotecan-Ramucirumab Regimen|Irinotecan/Cyramza Regimen|Irinotecan/Ramucirumab|Irinotecan/Ramucirumab Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136260
C136259,Irinotecan/Ziv-aflibercept Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,A regimen consisting of irinotecan and ziv-aflibercept that is used for the treatment of appendiceal adenocarcinoma and colorectal cancer.,Irinotecan-Zaltrap Regimen|Irinotecan-Ziv-aflibercept|Irinotecan-Ziv-aflibercept Regimen|Irinotecan/Zaltrap Regimen|Irinotecan/Ziv-aflibercept|Irinotecan/Ziv-aflibercept Regimen,6,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C136259
C198948,Modified FOLFOX Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A modified version of the FOLFOX regimen consisting of leucovorin, infusional fluorouracil and oxaliplatin that may be used in the treatment of colorectal cancer.",mFOLFOX|mFOLFOX Regimen|Modified FOLFOX|Modified FOLFOX Regimen|Modified Folinic Acid-Fluorouracil-Oxaliplatin Regimen,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C198948
C155746,Modified FOLFOX6 Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of leucovorin, infusional fluorouracil and oxaliplatin used for the treatment of anal carcinoma, esophageal and esophagogastric junction, gastric, occult primary, colorectal cancers, and appendiceal, small bowel, non-urothelial and urothelial bladder cancer, well-differentiated grade 3 neuroendocrine tumors (NETs), NETs of the pancreas, and extrapulmonary poorly differentiated neuroendocrine carcinoma/large or small cell carcinoma/mixed neuroendocrine-non-neuroendocrine neoplasm. This modified version differs from the FOLFOX6 regimen in that the dose of oxaliplatin is lower.",mFOLFOX-6|mFOLFOX-6 Regimen|mFOLFOX6|mFOLFOX6 (L-Leucovorin)|Modified FOLFOX-6|Modified FOLFOX6|Modified FOLFOX6 Regimen|Modified Folinic Acid-Fluorouracil-Oxaliplatin-6 Regimen,8,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C155746
C63597,XELOX Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,C1956962,,"A regimen consisting of capecitabine and oxaliplatin used for the treatment of advanced stage colorectal cancer. This regimen differs from a similar regimen, CAPOX, with regards to the dosing schedule for oxaliplatin. | An abbreviation for a chemotherapy combination used to treat colorectal cancer that has spread. It is also being studied in the treatment of other types of cancer. It includes the drugs capecitabine (Xeloda) and oxaliplatin.",Capecitabine/Oxaliplatin|CapeOx|Xeloda-Oxaliplatin Regimen|Xeloda/Oxaliplatin|XELOX|XELOX Regimen|XELOX regimen,7,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C63597
C204718,mFOLFOX7 Regimen,Entity,N,Treatment Regimen,Therapy,Therapeutic or Preventive Procedure,,True,DEFAULT,,,"A regimen consisting of a modified version of FOLFOX, which contains leucovorin, infusional fluorouracil and oxaliplatin, used for the treatment of appendiceal and small bowel adenocarcinomas, and colorectal cancer.",mFOLFOX7|mFOLFOX7 Regimen|Modified FOLFOX|Modified FOLFOX7 Regimen|Modified Folinic Acid-Fluorouracil-Oxaliplatin-7 Regimen,5,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C204718
